name,date_utc,rocket,payloads,launchpad,cores,success,details,PayloadMass
SES-11 / Echostar 105,2017-10-11T22:53:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c5b6c3bb0006eeb216'],5e9e4502f509094188566f88,"[{'core': '5e9e28a3f3591829dc3b2646', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"Nineteenth comsat to GTO, also the fourth satellite launched for SES and second for Echostar. Third time a first stage booster will be reused.",1
KoreaSat 5A,2017-10-30T19:34:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c5b6c3bb0006eeb217'],5e9e4502f509094188566f88,"[{'core': '5e9e28a4f359185cc03b2651', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"KoreaSat 5A is a Ku-band satellite capable of providing communication services from East Africa and Central Asia to southern India, Southeast Asia, the Philippines, Guam, Korea, and Japan. The satellite will be placed in GEO at 113Â° East Longitude, and will provide services ranging from broadband internet to broadcasting services and maritime communications.",1
CRS-13,2017-12-15T15:36:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c5b6c3bb0006eeb218'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a3f3591856803b264a', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,Will reuse the Dragon capsule previously flown on CRS-6 and will reuse the booster from CRS-11.,1
Iridium NEXT Mission 4,2017-12-23T01:27:23.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c6b6c3bb0006eeb219'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a3f3591801cf3b264b', 'flight': 2, 'gridfins': True, 'legs': False, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'Ocean', 'landpad': None}]",True,"Reusing the booster first used on Iridium-2, but will be flying expendable.",1
ZUMA,2018-01-08T01:00:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c6b6c3bb0006eeb21a'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a4f35918345e3b2652', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,"Originally planned for mid-November 2017, the mission was delayed due to test results from the fairing of another customer. First-stage booster will attempt landing at LZ-1",1
SES-16 / GovSat-1,2018-01-31T21:25:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c6b6c3bb0006eeb21b'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a3f3591811f83b2648', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'Ocean', 'landpad': None}]",True,"Reused booster from the classified NROL-76 mission in May 2017. Following a successful experimental ocean landing that used three engines, the booster unexpectedly remained intact; Elon Musk stated in a tweet that SpaceX will attempt to tow the booster to shore.",1
Falcon Heavy Test Flight,2018-02-06T20:45:00.000Z,5e9d0d95eda69974db09d1ed,['5eb0e4c6b6c3bb0006eeb21c'],5e9e4502f509094188566f88,"[{'core': '5e9e28a5f359187f703b2653', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}, {'core': '5e9e28a2f359187f273b2642', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb90a834e7c8'}, {'core': '5e9e28a2f3591845c73b2640', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,"The launch was a success, and the side boosters landed simultaneously at adjacent ground pads. Drone ship landing of the central core failed. Final burn to heliocentric mars-earth orbit was successful after the second stage and payload passed through the Van Allen belts.",1
Paz / Starlink Demo,2018-02-22T14:17:00.000Z,5e9d0d95eda69973a809d1ec,"['5eb0e4c6b6c3bb0006eeb21d', '5eb0e4c6b6c3bb0006eeb21e']",5e9e4502f509092b78566f87,"[{'core': '5e9e28a4f359182d843b264e', 'flight': 2, 'gridfins': True, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,First flight with fairing 2.0. Will also carry two SpaceX test satellites for the upcoming Starlink constellation.,2
Hispasat 30W-6,2018-03-06T05:33:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c7b6c3bb0006eeb21f'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f359186cb73b2654', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,Launched with landing legs and titanium grid fins. Did not attempt a landing due to 'unfavorable weather conditions in the recovery area'.,1
Iridium NEXT Mission 5,2018-03-30T14:13:51.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c7b6c3bb0006eeb220'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a4f3591843103b2650', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,"Fifth Iridium NEXT mission to deploy ten Iridium NEXT satellites. Reused booster from third Iridium flight, and although controlled descent was performed, the booster was expended into the ocean. SpaceX planned a second recovery attempt of one half of the fairing using the specially modified boat Mr. Steven. However, the fairing's parafoil twisted during the recovery, which led to water impact at high speed",1
CRS-14,2018-04-02T20:30:41.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c7b6c3bb0006eeb221'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a4f3591884ee3b264d', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,"The launch used a refurbished booster (from CRS-12) for the 11th time, and a refurbished capsule (C110 from CRS-8) for the third time. External payloads include a materials research platform MISSE-FF phase 3 of the Robotic Refueling Mission TSIS, heliophysics sensor several crystallization experiments, and the RemoveDebris spacecraft aimed at space junk removal. The booster was expended in order to test a new landing profile.",1
TESS,2018-04-18T22:51:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c7b6c3bb0006eeb222'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f35918863d3b2655', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"Part of the Explorers program, this space telescope is intended for wide-field search of exoplanets transiting nearby stars. It is the first NASA high priority science mission launched by SpaceX. It was the first time SpaceX launched a scientific satellite not primarily intended for Earth observations. The second stage placed it into a high-Earth elliptical orbit, after which the satellite's own booster will perform complex maneuvers including a lunar flyby, and over the course of two months, reach a stable, 2:1 resonant orbit with the Moon. In January 2018, SpaceX received NASA's Launch Services Program Category 2 certification of its Falcon 9 'Full Thrust', certification which is required for launching medium risk missions like TESS. It was the last launch of a new Block 4 booster, and marked the 24th successful recovery of the booster. An experimental water landing was performed in order to attempt fairing recovery.",1
Bangabandhu-1,2018-05-11T20:14:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c7b6c3bb0006eeb223'],5e9e4502f509094188566f88,"[{'core': '5e9e28a5f359182b023b2656', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,First launch of a Block V first stage.,1
Iridium NEXT Mission 6,2018-05-22T19:47:58.000Z,5e9d0d95eda69973a809d1ec,"['5eb0e4c7b6c3bb0006eeb224', '5eb0e4c8b6c3bb0006eeb225']",5e9e4502f509092b78566f87,"[{'core': '5e9e28a4f35918345e3b2652', 'flight': 2, 'gridfins': True, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,GFZ arranged a rideshare of GRACE-FO on a Falcon 9 with Iridium following the cancellation of their Dnepr launch contract in 2015. Iridium CEO Matt Desch disclosed in September 2017 that GRACE-FO would be launched on the sixth Iridium NEXT mission. The booster reuse turnaround was a record 4.5 months between flights.,2
SES-12,2018-06-04T04:45:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c8b6c3bb0006eeb226'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a4f3591845123b264f', 'flight': 2, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,"SES-12, the replacement satellite for NSS-6, was successfully launched and deployed on June 4th, completing SpaceX's eleventh flight of 2018. According to SES Luxembourg, The SES-12 satellite will expand SES’s capabilities to provide direct-to-home (DTH) broadcasting, VSAT, Mobility and High Throughput Satellite (HTS) data connectivity services in the Middle East and the Asia-Pacific region, including rapidly growing markets such as India and Indonesia. [SES-12] will be co-located with SES-8",1
CRS-15,2018-06-29T09:42:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c8b6c3bb0006eeb227'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f35918863d3b2655', 'flight': 2, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,"Payload included MISSE-FF 2, ECOSTRESS, and a Latching End Effector. The refurbished booster featured a record 2.5 months period turnaround from its original launch of the TESS satellite — the fastest previous was 4.5 months. This was the last commercial flight of a Block 4 booster, which was expended into the Atlantic without landing legs and grid fins.",1
Telstar 19V,2018-07-22T05:50:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c8b6c3bb0006eeb228'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f359181eed3b2657', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SSL-manufactured communications satellite intended to be placed at 63° West over the Americas. At 7,075 kg, it became the heaviest commercial communications satellite ever launched.",1
Iridium NEXT Mission 7,2018-07-25T11:39:26.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c9b6c3bb0006eeb229'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a5f3591809c03b2658', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"SpaceX's fourteenth flight of 2018 and seventh of eight launches in a half-a-billion-dollar contract with Iridium. Will use a Block 5 first stage, to be recovered in the Pacific Ocean. Only one mission will be left for Iridium, with 10 more satellites. First attempt to recover a Fairing with the upgraded net. Fairing recovery was not successful.",1
Merah Putih,2018-08-07T05:18:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c9b6c3bb0006eeb22a'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f359182b023b2656', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,SpaceX's fifteenth flight of 2018 launched the Merah Putih (also known as Telkom-4) geostationary communications satellite for Telkom Indonesia. It marked the first reuse of any Block 5 first stage; the booster B1046 had previously launched Bangabandhu-1. The stage was recovered and is expected to become the first Falcon 9 booster to fly three missions.,1
Telstar 18V,2018-09-10T04:45:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c9b6c3bb0006eeb22b'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SpaceX's sixteenth flight of 2018 launched the Telstar 18v GEO communication satellite for Telesat, the second launch for the canadian company in a few months. The first stage was a new Falcon 9 V1.2 Block 5 which was successfully recovered on OCISLY.",1
SAOCOM 1A,2018-10-08T02:22:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c9b6c3bb0006eeb22c'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a5f3591809c03b2658', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",True,"SpaceX's seventeenth flight of 2018 was the first launch of the Saocom Earth observation satellite constellation of the Argentine Space Agency CONAE. The second launch of Saocom 1B will happen in 2019. This flight marked the first RTLS launch out of Vandenberg, with a landing on the concrete pad at SLC-4W, very close to the launch pad.",1
Es’hail 2,2018-11-15T20:46:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c9b6c3bb0006eeb22d'],5e9e4502f509094188566f88,"[{'core': '5e9e28a5f359181eed3b2657', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,SpaceX's eighteenth flight of 2018 was its first for Es'hailSat. Es'hail-2 is a communications satellite delivering television and internet to Qatar and the surrounding region. It was launched into a geostationary transfer orbit from LC-39A at Kennedy Space Center. The booster landed on OCISLY.,1
SSO-A,2018-12-03T18:34:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4c9b6c3bb0006eeb22e'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a5f359182b023b2656', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,SpaceX's nineteenth flight of 2018 will fly SSO-A: SmallSat Express out of Vandenberg SLC-4E for Spaceflight. SSO-A is a rideshare to sun synchronus low earth orbit consisting of 64 individual microsatellites and cubesats. It is also likely to be the third flight of core B1046 which previously flew Bangabandhu-1 and Merah Putih. If this happens it will be the first time a Falcon 9 has flown more than two missions. ,1
CRS-16,2018-12-05T18:16:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cab6c3bb0006eeb22f'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f359185c603b265a', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,"SpaceX's 16th Crew Resupply Mission on behalf of NASA, with a total of 20 contracted flights. This will bring essential supplies to the International Space Station using SpaceX's reusable Dragon spacecraft. The Falcon 9 will launch from SLC-40 at Cape Canaveral Air Force Station. During the landing of the first stage, a grid fin hydraulic pump stalled, causing the core to enter an uncontrolled roll, and resulting in a (succesful) water landing.",1
GPS III SV01,2018-12-23T13:51:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cab6c3bb0006eeb230'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a6f35918513b3b265b', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,SpaceX's twenty-first flight of 2018 launched the first of the new GPS III satellites (Block IIIA) for the United States Air Force and was SpaceX's first EELV mission. The spacecraft was delivered to a MEO transfer orbit from SLC-40 at Cape Canaveral Air Force Station. This mission was the first to fly with the redesigned COPV on the first stage (B1054) as well as the second. The booster was expended.,1
Iridium NEXT Mission 8,2019-01-11T15:31:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cab6c3bb0006eeb231'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",True,"SpaceX's first flight of 2019 will be the eighth and final launch of its planned Iridium flights. Delivering 10 satellites to low earth orbit, this brings the total up to 75 and completes the Iridium NEXT constellation. This mission launches from SLC-4E at Vandenberg AFB. The booster is expected to land on JRTI.",1
Nusantara Satu (PSN-6) / S5 / Beresheet,2019-02-22T01:45:00.000Z,5e9d0d95eda69973a809d1ec,"['5eb0e4cab6c3bb0006eeb232', '5eb0e4cab6c3bb0006eeb233', '5eb0e4cab6c3bb0006eeb234']",5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f3591809c03b2658', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SpaceX will launch this rideshare to GTO for Space Systems Loral (SSL). The primary payload for this mission is Nusantara Satu, a communications satellite built by SSL for the private Indonesian company PT Pasifik Satelit Nusantara (PSN). Spaceflight Industries' GTO-1 mission consists of two secondary payloads. One of those is Beresheet, the lunar lander built by the Israeli non-profit organization, SpaceIL. Beresheet will make its own way to the moon from GTO. The other secondary is Air Force Research Lab's (Space Situational Awareness) S5 mission, which hitches a ride to GEO aboard Nusantara Satu. This mission launches from SLC-40 at Cape Canaveral AFS. The booster is expected to land on OCISLY.",3
CCtCap Demo Mission 1,2019-03-02T07:45:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cbb6c3bb0006eeb235'],5e9e4502f509094188566f88,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"Demonstration Mission 1 (DM-1) will launch Dragon 2 as part of NASA's Commercial Crew Transportation Capability program. This mission will demonstrate Dragon 2, and Falcon 9 in its configuration for crewed missions. DM-1 will launch from LC-39A at Kennedy Space Center, likely carrying some cargo to the International Space Station. The booster is expected to land on OCISLY.",1
ArabSat 6A,2019-04-11T22:35:00.000Z,5e9d0d95eda69974db09d1ed,['5eb0e4cbb6c3bb0006eeb236'],5e9e4502f509094188566f88,"[{'core': '5e9e28a6f3591897453b265f', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}, {'core': '5e9e28a6f359183c413b265d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}, {'core': '5e9e28a6f359188fd53b265e', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb90a834e7c8'}]",True,"SpaceX will launch Arabsat 6A to a geostationary transfer orbit from SLC-39A, KSC. The satellite is a geostationary telecommunications satellite built by Lockheed Martin for the Saudi Arabian company Arabsat. This will be the first operational flight of Falcon Heavy, and also the first Block 5 Falcon Heavy. All three cores will be new Block 5 cores. The side cores are expected to land at LZ-1 and LZ-2, and the center core is expected to land on OCISLY.",1
CRS-17,2019-05-04T06:48:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cbb6c3bb0006eeb237'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591809313b2660', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SpaceX's 17th Commercial Resupply Services mission for NASA out of a total of 20 contracted flights, this mission brings essential supplies to the International Space Station using SpaceX's reusable Dragon 1 spacecraft. The external payloads for this mission include Orbital Carbon Observatory 3 and Space Test Program-Houston 6. The Falcon 9 launches from SLC-40 at Cape Canaveral AFS. The booster was expected to land at LZ-1, however, due to the ongoing investigation and clean-up following the Crew Dragon testing incident, it is likely to land on OCISLY instead.
    ",1
Starlink v0.9,2019-05-24T02:30:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cbb6c3bb0006eeb238'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SpaceX will launch dozens of Starlink demonstration satellites from SLC-40, Cape Canaveral AFS. Starlink is a low Earth orbit broadband internet constellation developed and owned by SpaceX which will eventually consist of nearly 12 000 satellites and will provide low latency internet service to ground terminals around the world. Two prototype satellites, Microsats 2a and 2b, were launched from Vandenberg AFB in February 2018. The booster for this mission will land on OCISLY.",1
RADARSAT Constellation,2019-06-12T14:17:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4ccb6c3bb0006eeb239'],5e9e4502f509092b78566f87,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",True,"SpaceX is launching the three satellite RADARSAT Constellation Mission into Sun Synchronous orbit from SLC-4E, VAFB. The RCM spacecraft are synthetic aperture radar (SAR) Earth observation satellites built by the Canadian space company, MDA, for the Canadian Space Agency. This mission was delayed when the originally slated booster failed to land after CRS-16. The booster is expected to return to LZ-4.",1
STP-2,2019-06-25T03:30:00.000Z,5e9d0d95eda69974db09d1ed,"['5eb0e4ccb6c3bb0006eeb23a', '5eb0e4ccb6c3bb0006eeb23b', '5eb0e4ccb6c3bb0006eeb23c', '5eb0e4ccb6c3bb0006eeb23d', '5eb0e4ccb6c3bb0006eeb23e', '5eb0e4cdb6c3bb0006eeb23f', '5eb0e4cdb6c3bb0006eeb240', '5eb0e4cdb6c3bb0006eeb241', '5eb0e4cdb6c3bb0006eeb242', '5eb0e4cdb6c3bb0006eeb243', '5eb0e4cdb6c3bb0006eeb244', '5eb0e4cdb6c3bb0006eeb245', '5eb0e4ceb6c3bb0006eeb246', '5eb0e4ceb6c3bb0006eeb247', '5eb0e4ceb6c3bb0006eeb248', '5eb0e4ceb6c3bb0006eeb249']",5e9e4502f509094188566f88,"[{'core': '5e9e28a7f3591878063b2661', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}, {'core': '5e9e28a6f359183c413b265d', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}, {'core': '5e9e28a6f359188fd53b265e', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb90a834e7c8'}]",True,"Space Test Program 2 is a rideshare managed by the U.S. Air Force Space and Missile Systems Center (SMC), launching from LC-39A, KSC. Most of the spacecraft will be delivered into low Earth orbit (LEO) in two deployment sequences separated by a second stage burn. These LEO payloads include the six Taiwan and United States owned COSMIC-2 microsatellites, the Planetary Society's LightSail-B demonstrator cubesat, and others. The third and final deployment will be the Air Force Research Lab's DSX spacecraft, which will be delivered to a medium Earth orbit (MEO). This mission will reuse the side cores from Arabsat 6A, which will return to LZ-1, and LZ-2. The new center core will boost back to land on OCISLY less than 40 km from the launch site.",16
CRS-18,2019-07-25T22:01:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4ceb6c3bb0006eeb24a'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591809313b2660', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",True,"SpaceX's 18th Commercial Resupply Services mission out of a total of 20 such contracted flights for NASA, this launch will deliver essential supplies to the International Space Station using the reusable Dragon 1 cargo spacecraft. The external payload for this mission is International Docking Adapter 3, replacing IDA-1 lost in SpaceX's CRS-7 launch failure. This mission will launch from SLC-40 at Cape Canaveral AFS on a Falcon 9, and the first-stage booster is expected to land back at CCAFS LZ-1.",1
Amos-17,2019-08-06T22:52:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cfb6c3bb0006eeb24b'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f359181eed3b2657', 'flight': 3, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}]",True,"SpaceX will launch Boeing built Amos-17, a geostationary communications satellite for Israeli company Spacecom. The satellite will be delivered to GTO from KSC LC-39A or possibly CCAFS SLC-40, and will replace the defunct Amos-5 at 17° E. Amos-17 carries multi-band high throughput and regional beams servicing Africa, Europe and the Middle East. The cost of this launch is covered for Spacecom by SpaceX credit following the Amos-6 incident. A recovery of the booster for this mission is not expected.",1
Starlink-1,2019-11-11T14:56:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cfb6c3bb0006eeb24c'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a5f3591809c03b2658', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"This mission will launch the first batch of Starlink version 1.0 satellites, from SLC-40, Cape Canaveral AFS. They are expected to contribute to the 550 km x 53° shell. It is the second Starlink launch overall. Starlink is a low Earth orbit broadband internet constellation developed and owned by SpaceX which will eventually consist of nearly 12 000 satellites and will provide low latency internet service to ground terminals around the world. The booster for this mission is expected to land on OCISLY.",1
CRS-19,2019-12-05T17:29:23.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cfb6c3bb0006eeb24d'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,"SpaceX's 19th Crew Resupply Mission on behalf of NASA with a total of 20 contracted flights, this mission brings essential supplies to the International Space Station using SpaceX's reusable Dragon spacecraft. The external payloads for this mission include the Hyperspectral Imager Suite and a lithium-ion battery. Falcon 9 and Dragon will launch from SLC-40, Cape Canaveral AFS. The mission will be complete with return and recovery of the Dragon capsule and down cargo.",1
JCSat 18 / Kacific 1,2019-12-17T00:10:00.000Z,5e9d0d95eda69973a809d1ec,['5eb0e4cfb6c3bb0006eeb24e'],5e9e4501f509094ba4566f84,"[{'core': '5e9e28a7f3591809313b2660', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",True,SpaceX will launch the Boeing built dual payload satellite to geostationary transfer orbit from XXXX. JCSat 18 is a mobile broadband communications payload built for Sky Perfect JSAT Corporation of Japan and will service Asia Pacific. Kacific 1 is a high throughput broadband internet payload built for Kacific Broadband Satellites and will service certain high demand areas of Southeast Asia and the Pacific. Both payloads share a single chassis. The booster for this mission is expected to land on OCISLY.,1
